"country","eu","order","item","option","year","val"
"Греція","old","3","Соціальний захист","soc","2013","1"
"Греція","old","3","Безпека і оборона","def","2014","4.8"
"Греція","old","3","Відсотки за борг","deb","2014","4.2"
"Греція","old","3","Всього","ttl","2014","41.7"
"Греція","old","3","Державна служба","cle","2014","5.8"
"Греція","old","3","Дороги і ЖКГ","hou","2014","2.4"
"Греція","old","3","Медицина","med","2014","2.5"
"Греція","old","3","Освіта","edu","2014","4.4"
"Греція","old","3","Пенсії","old","2014","3.5"
"Греція","old","3","Соціальний захист","soc","2014","1.1"
"Естонія","new","4","Безпека і оборона","def","1995","4.5"
"Естонія","new","4","Відсотки за борг","deb","1995","0.7"
"Естонія","new","4","Всього","ttl","1995","46.1"
"Естонія","new","4","Державна служба","cle","1995","3.9"
"Естонія","new","4","Дороги і ЖКГ","hou","1995","3.6"
"Естонія","new","4","Медицина","med","1995","4.5"
"Естонія","new","4","Освіта","edu","1995","8"
"Естонія","new","4","Пенсії","old","1995","5.9"
"Естонія","new","4","Соціальний захист","soc","1995","4.5"
"Естонія","new","4","Безпека і оборона","def","1996","4"
"Естонія","new","4","Відсотки за борг","deb","1996","0.7"
"Естонія","new","4","Всього","ttl","1996","43.9"
"Естонія","new","4","Державна служба","cle","1996","3.6"
"Естонія","new","4","Дороги і ЖКГ","hou","1996","3.1"
"Естонія","new","4","Медицина","med","1996","4.5"
"Естонія","new","4","Освіта","edu","1996","7.3"
"Естонія","new","4","Пенсії","old","1996","6.2"
"Естонія","new","4","Соціальний захист","soc","1996","4.1"
"Естонія","new","4","Безпека і оборона","def","1997","3.9"
"Естонія","new","4","Відсотки за борг","deb","1997","0.6"
"Естонія","new","4","Всього","ttl","1997","42.2"
"Естонія","new","4","Державна служба","cle","1997","3.5"
"Естонія","new","4","Дороги і ЖКГ","hou","1997","3.2"
"Естонія","new","4","Медицина","med","1997","3.5"
"Естонія","new","4","Освіта","edu","1997","7"
"Естонія","new","4","Пенсії","old","1997","5.8"
"Естонія","new","4","Соціальний захист","soc","1997","4"
"Естонія","new","4","Безпека і оборона","def","1998","4.1"
"Естонія","new","4","Відсотки за борг","deb","1998","0.7"
"Естонія","new","4","Всього","ttl","1998","43.9"
"Естонія","new","4","Державна служба","cle","1998","3.9"
"Естонія","new","4","Дороги і ЖКГ","hou","1998","3.2"
"Естонія","new","4","Медицина","med","1998","3.2"
"Естонія","new","4","Освіта","edu","1998","7.2"
"Естонія","new","4","Пенсії","old","1998","5.8"
"Естонія","new","4","Соціальний захист","soc","1998","4.1"
"Естонія","new","4","Безпека і оборона","def","1999","4.1"
"Естонія","new","4","Відсотки за борг","deb","1999","0.5"
"Естонія","new","4","Всього","ttl","1999","44.7"
"Естонія","new","4","Державна служба","cle","1999","3.5"
"Естонія","new","4","Дороги і ЖКГ","hou","1999","3.3"
"Естонія","new","4","Медицина","med","1999","3.4"
"Естонія","new","4","Освіта","edu","1999","7.5"
"Естонія","new","4","Пенсії","old","1999","6.6"
"Естонія","new","4","Соціальний захист","soc","1999","4.6"
"Естонія","new","4","Безпека і оборона","def","2000","4"
"Естонія","new","4","Відсотки за борг","deb","2000","0.4"
"Естонія","new","4","Всього","ttl","2000","40.1"
"Естонія","new","4","Державна служба","cle","2000","3.3"
"Естонія","new","4","Дороги і ЖКГ","hou","2000","2.9"
"Естонія","new","4","Медицина","med","2000","2.9"
"Естонія","new","4","Освіта","edu","2000","6.9"
"Естонія","new","4","Пенсії","old","2000","6"
"Естонія","new","4","Соціальний захист","soc","2000","4"
"Естонія","new","4","Безпека і оборона","def","2001","3.8"
"Естонія","new","4","Відсотки за борг","deb","2001","0.3"
"Естонія","new","4","Всього","ttl","2001","39.8"
"Естонія","new","4","Державна служба","cle","2001","3"
"Естонія","new","4","Дороги і ЖКГ","hou","2001","2.9"
"Естонія","new","4","Медицина","med","2001","2.7"
"Естонія","new","4","Освіта","edu","2001","6.9"
"Естонія","new","4","Пенсії","old","2001","5.6"
"Естонія","new","4","Соціальний захист","soc","2001","3.8"
"Естонія","new","4","Безпека і оборона","def","2002","4"
"Естонія","new","4","Відсотки за борг","deb","2002","0.4"
"Естонія","new","4","Всього","ttl","2002","41.2"
"Естонія","new","4","Державна служба","cle","2002","3.4"
"Естонія","new","4","Дороги і ЖКГ","hou","2002","2.9"
"Естонія","new","4","Медицина","med","2002","3"
"Естонія","new","4","Освіта","edu","2002","7.1"
"Естонія","new","4","Пенсії","old","2002","5.6"
"Естонія","new","4","Соціальний захист","soc","2002","3.7"
"Естонія","new","4","Безпека і оборона","def","2003","4.2"
"Естонія","new","4","Відсотки за борг","deb","2003","0.4"
"Естонія","new","4","Всього","ttl","2003","39.9"
"Естонія","new","4","Державна служба","cle","2003","2.8"
"Естонія","new","4","Дороги і ЖКГ","hou","2003","2.6"
"Естонія","new","4","Медицина","med","2003","3"
"Естонія","new","4","Освіта","edu","2003","6.8"
"Естонія","new","4","Пенсії","old","2003","5.7"
"Естонія","new","4","Соціальний захист","soc","2003","3.4"
"Естонія","new","4","Безпека і оборона","def","2004","3.6"
"Естонія","new","4","Відсотки за борг","deb","2004","0.3"
"Естонія","new","4","Всього","ttl","2004","38.7"
"Естонія","new","4","Державна служба","cle","2004","2.9"
"Естонія","new","4","Дороги і ЖКГ","hou","2004","2.6"
"Естонія","new","4","Медицина","med","2004","3"
"Естонія","new","4","Освіта","edu","2004","6.6"
"Естонія","new","4","Пенсії","old","2004","5.6"
"Естонія","new","4","Соціальний захист","soc","2004","3.8"
"Естонія","new","4","Безпека і оборона","def","2005","3.5"
"Естонія","new","4","Відсотки за борг","deb","2005","0.3"
"Естонія","new","4","Всього","ttl","2005","38.5"
"Естонія","new","4","Державна служба","cle","2005","2.8"
"Естонія","new","4","Дороги і ЖКГ","hou","2005","2.8"
"Естонія","new","4","Медицина","med","2005","2.9"
"Естонія","new","4","Освіта","edu","2005","6.2"
"Естонія","new","4","Пенсії","old","2005","5.5"
"Естонія","new","4","Соціальний захист","soc","2005","3.5"
"Естонія","new","4","Безпека і оборона","def","2006","3.3"
"Естонія","new","4","Відсотки за борг","deb","2006","0.2"
"Естонія","new","4","Всього","ttl","2006","38.2"
"Естонія","new","4","Державна служба","cle","2006","3.3"
"Естонія","new","4","Дороги і ЖКГ","hou","2006","2.8"
"Естонія","new","4","Медицина","med","2006","3.2"
"Естонія","new","4","Освіта","edu","2006","6.2"
"Естонія","new","4","Пенсії","old","2006","5.4"
"Естонія","new","4","Соціальний захист","soc","2006","3.2"
"Естонія","new","4","Безпека і оборона","def","2007","3.4"
"Естонія","new","4","Відсотки за борг","deb","2007","0.2"
"Естонія","new","4","Всього","ttl","2007","38.7"
"Естонія","new","4","Державна служба","cle","2007","3.2"
"Естонія","new","4","Дороги і ЖКГ","hou","2007","3.2"
"Естонія","new","4","Медицина","med","2007","3.3"
"Естонія","new","4","Освіта","edu","2007","6"
"Естонія","new","4","Пенсії","old","2007","5.3"
"Естонія","new","4","Соціальний захист","soc","2007","3.2"
"Естонія","new","4","Безпека і оборона","def","2008","4.3"
"Естонія","new","4","Відсотки за борг","deb","2008","0.2"
"Естонія","new","4","Всього","ttl","2008","44.7"
"Естонія","new","4","Державна служба","cle","2008","3"
"Естонія","new","4","Дороги і ЖКГ","hou","2008","3.7"
"Естонія","new","4","Медицина","med","2008","3.8"
"Естонія","new","4","Освіта","edu","2008","6.8"
"Естонія","new","4","Пенсії","old","2008","6.4"
"Естонія","new","4","Соціальний захист","soc","2008","4"
"Естонія","new","4","Безпека і оборона","def","2009","4.5"
"Естонія","new","4","Відсотки за борг","deb","2009","0.2"
"Естонія","new","4","Всього","ttl","2009","49.5"
"Естонія","new","4","Державна служба","cle","2009","3.7"
"Естонія","new","4","Дороги і ЖКГ","hou","2009","2.9"
"Естонія","new","4","Медицина","med","2009","4.1"
"Естонія","new","4","Освіта","edu","2009","7.3"
"Естонія","new","4","Пенсії","old","2009","8"
"Естонія","new","4","Соціальний захист","soc","2009","5.2"
"Естонія","new","4","Безпека і оборона","def","2010","3.8"
"Естонія","new","4","Відсотки за борг","deb","2010","0.2"
"Естонія","new","4","Всього","ttl","2010","44.3"
"Естонія","new","4","Державна служба","cle","2010","3.2"
"Естонія","new","4","Дороги і ЖКГ","hou","2010","3.4"
"Естонія","new","4","Медицина","med","2010","3.9"
"Естонія","new","4","Освіта","edu","2010","6.7"
"Естонія","new","4","Пенсії","old","2010","7.8"
"Естонія","new","4","Соціальний захист","soc","2010","5.2"
"Естонія","new","4","Безпека і оборона","def","2011","3.5"
"Естонія","new","4","Відсотки за борг","deb","2011","0.2"
"Естонія","new","4","Всього","ttl","2011","41.3"
"Естонія","new","4","Державна служба","cle","2011","3.3"
"Естонія","new","4","Дороги і ЖКГ","hou","2011","3.4"
"Естонія","new","4","Медицина","med","2011","3.7"
"Естонія","new","4","Освіта","edu","2011","6.3"
"Естонія","new","4","Пенсії","old","2011","6.9"
"Естонія","new","4","Соціальний захист","soc","2011","4.9"
"Естонія","new","4","Безпека і оборона","def","2012","3.8"
"Естонія","new","4","Відсотки за борг","deb","2012","0.3"
"Естонія","new","4","Всього","ttl","2012","42.9"
"Естонія","new","4","Державна служба","cle","2012","3.9"
"Естонія","new","4","Дороги і ЖКГ","hou","2012","3.5"
"Естонія","new","4","Медицина","med","2012","3.7"
"Естонія","new","4","Освіта","edu","2012","6.4"
"Естонія","new","4","Пенсії","old","2012","6.8"
"Естонія","new","4","Соціальний захист","soc","2012","4.6"
"Естонія","new","4","Безпека і оборона","def","2013","3.6"
"Естонія","new","4","Відсотки за борг","deb","2013","0.3"
"Естонія","new","4","Всього","ttl","2013","42.1"
"Естонія","new","4","Державна служба","cle","2013","3.8"
"Естонія","new","4","Дороги і ЖКГ","hou","2013","3.7"
"Естонія","new","4","Медицина","med","2013","3.7"
"Естонія","new","4","Освіта","edu","2013","6"
"Естонія","new","4","Пенсії","old","2013","6.7"
"Естонія","new","4","Соціальний захист","soc","2013","4.2"
"Естонія","new","4","Безпека і оборона","def","2014","3.7"
"Естонія","new","4","Відсотки за борг","deb","2014","0.3"
"Естонія","new","4","Всього","ttl","2014","41.8"
"Естонія","new","4","Державна служба","cle","2014","3.7"
"Естонія","new","4","Дороги і ЖКГ","hou","2014","3.6"
"Естонія","new","4","Медицина","med","2014","3.8"
"Естонія","new","4","Освіта","edu","2014","5.7"
"Естонія","new","4","Пенсії","old","2014","6.7"
"Естонія","new","4","Соціальний захист","soc","2014","4.2"
"Іспанія","old","6","Безпека і оборона","def","1995","3.4"
"Іспанія","old","6","Відсотки за борг","deb","1995","5"
"Іспанія","old","6","Всього","ttl","1995","41.6"
"Іспанія","old","6","Державна служба","cle","1995","3.2"
"Іспанія","old","6","Дороги і ЖКГ","hou","1995","4.4"
"Іспанія","old","6","Медицина","med","1995","3.4"
"Іспанія","old","6","Освіта","edu","1995","4.3"
"Іспанія","old","6","Пенсії","old","1995","0.8"
"Іспанія","old","6","Соціальний захист","soc","1995","1.6"
"Іспанія","old","6","Безпека і оборона","def","1996","3.2"
"Іспанія","old","6","Відсотки за борг","deb","1996","5"
"Іспанія","old","6","Всього","ttl","1996","40.2"
"Іспанія","old","6","Державна служба","cle","1996","3.2"
"Іспанія","old","6","Дороги і ЖКГ","hou","1996","3.5"
"Іспанія","old","6","Медицина","med","1996","3.5"
"Іспанія","old","6","Освіта","edu","1996","4.3"
"Іспанія","old","6","Пенсії","old","1996","0.8"
"Іспанія","old","6","Соціальний захист","soc","1996","1.5"
"Іспанія","old","6","Безпека і оборона","def","1997","3.1"
"Іспанія","old","6","Відсотки за борг","deb","1997","4.6"
"Іспанія","old","6","Всього","ttl","1997","38.7"
"Іспанія","old","6","Державна служба","cle","1997","3"
"Іспанія","old","6","Дороги і ЖКГ","hou","1997","3.4"
"Іспанія","old","6","Медицина","med","1997","3.4"
"Іспанія","old","6","Освіта","edu","1997","4.2"
"Іспанія","old","6","Пенсії","old","1997","0.8"
"Іспанія","old","6","Соціальний захист","soc","1997","1.5"
"Іспанія","old","6","Безпека і оборона","def","1998","3.1"
"Іспанія","old","6","Відсотки за борг","deb","1998","4.1"
"Іспанія","old","6","Всього","ttl","1998","38.7"
"Іспанія","old","6","Державна служба","cle","1998","3.3"
"Іспанія","old","6","Дороги і ЖКГ","hou","1998","3.5"
"Іспанія","old","6","Медицина","med","1998","3.4"
"Іспанія","old","6","Освіта","edu","1998","4.1"
"Іспанія","old","6","Пенсії","old","1998","0.9"
"Іспанія","old","6","Соціальний захист","soc","1998","1.4"
"Іспанія","old","6","Безпека і оборона","def","1999","2.9"
"Іспанія","old","6","Відсотки за борг","deb","1999","3.4"
"Іспанія","old","6","Всього","ttl","1999","38.1"
"Іспанія","old","6","Державна служба","cle","1999","3.2"
"Іспанія","old","6","Дороги і ЖКГ","hou","1999","3"
"Іспанія","old","6","Медицина","med","1999","3.4"
"Іспанія","old","6","Освіта","edu","1999","4.2"
"Іспанія","old","6","Пенсії","old","1999","0.9"
"Іспанія","old","6","Соціальний захист","soc","1999","1.4"
"Іспанія","old","6","Безпека і оборона","def","2000","2.8"
"Іспанія","old","6","Відсотки за борг","deb","2000","3.2"
"Іспанія","old","6","Всього","ttl","2000","38.1"
"Іспанія","old","6","Державна служба","cle","2000","3"
"Іспанія","old","6","Дороги і ЖКГ","hou","2000","3.2"
"Іспанія","old","6","Медицина","med","2000","3.5"
"Іспанія","old","6","Освіта","edu","2000","4"
"Іспанія","old","6","Пенсії","old","2000","0.8"
"Іспанія","old","6","Соціальний захист","soc","2000","1.5"
"Іспанія","old","6","Безпека і оборона","def","2001","2.9"
"Іспанія","old","6","Відсотки за борг","deb","2001","3"
"Іспанія","old","6","Всього","ttl","2001","37.5"
"Іспанія","old","6","Державна служба","cle","2001","2.9"
"Іспанія","old","6","Дороги і ЖКГ","hou","2001","2.8"
"Іспанія","old","6","Медицина","med","2001","3.4"
"Іспанія","old","6","Освіта","edu","2001","4"
"Іспанія","old","6","Пенсії","old","2001","0.8"
"Іспанія","old","6","Соціальний захист","soc","2001","1.3"
"Іспанія","old","6","Безпека і оборона","def","2002","2.9"
"Іспанія","old","6","Відсотки за борг","deb","2002","2.7"
"Іспанія","old","6","Всього","ttl","2002","37.7"
"Іспанія","old","6","Державна служба","cle","2002","3.1"
"Іспанія","old","6","Дороги і ЖКГ","hou","2002","3.1"
"Іспанія","old","6","Медицина","med","2002","4.6"
"Іспанія","old","6","Освіта","edu","2002","4.1"
"Іспанія","old","6","Пенсії","old","2002","0.8"
"Іспанія","old","6","Соціальний захист","soc","2002","1.3"
"Іспанія","old","6","Безпека і оборона","def","2003","2.8"
"Іспанія","old","6","Відсотки за борг","deb","2003","2.4"
"Іспанія","old","6","Всього","ttl","2003","37.6"
"Іспанія","old","6","Державна служба","cle","2003","3.1"
"Іспанія","old","6","Дороги і ЖКГ","hou","2003","3"
"Іспанія","old","6","Медицина","med","2003","5"
"Іспанія","old","6","Освіта","edu","2003","4"
"Іспанія","old","6","Пенсії","old","2003","0.8"
"Іспанія","old","6","Соціальний захист","soc","2003","1.6"
"Іспанія","old","6","Безпека і оборона","def","2004","3"
"Іспанія","old","6","Відсотки за борг","deb","2004","2.1"
"Іспанія","old","6","Всього","ttl","2004","38.3"
"Іспанія","old","6","Державна служба","cle","2004","3"
"Іспанія","old","6","Дороги і ЖКГ","hou","2004","3.3"
"Іспанія","old","6","Медицина","med","2004","5.3"
"Іспанія","old","6","Освіта","edu","2004","4.1"
"Іспанія","old","6","Пенсії","old","2004","0.8"
"Іспанія","old","6","Соціальний захист","soc","2004","1.6"
"Іспанія","old","6","Безпека і оборона","def","2005","2.9"
"Іспанія","old","6","Відсотки за борг","deb","2005","1.9"
"Іспанія","old","6","Всього","ttl","2005","38"
"Іспанія","old","6","Державна служба","cle","2005","3.2"
"Іспанія","old","6","Дороги і ЖКГ","hou","2005","3"
"Іспанія","old","6","Медицина","med","2005","5.4"
"Іспанія","old","6","Освіта","edu","2005","4"
"Іспанія","old","6","Пенсії","old","2005","0.9"
"Іспанія","old","6","Соціальний захист","soc","2005","1.5"
"Іспанія","old","6","Безпека і оборона","def","2006","2.8"
"Іспанія","old","6","Відсотки за борг","deb","2006","1.7"
"Іспанія","old","6","Всього","ttl","2006","38.4"
"Іспанія","old","6","Державна служба","cle","2006","3.5"
"Іспанія","old","6","Дороги і ЖКГ","hou","2006","2.8"
"Іспанія","old","6","Медицина","med","2006","5.4"
"Іспанія","old","6","Освіта","edu","2006","4"
"Іспанія","old","6","Пенсії","old","2006","1"
"Іспанія","old","6","Соціальний захист","soc","2006","1.6"
"Іспанія","old","6","Безпека і оборона","def","2007","2.8"
"Іспанія","old","6","Відсотки за борг","deb","2007","1.7"
"Іспанія","old","6","Всього","ttl","2007","39.2"
"Іспанія","old","6","Державна служба","cle","2007","3.4"
"Іспанія","old","6","Дороги і ЖКГ","hou","2007","3"
"Іспанія","old","6","Медицина","med","2007","5.5"
"Іспанія","old","6","Освіта","edu","2007","4"
"Іспанія","old","6","Пенсії","old","2007","0.9"
"Іспанія","old","6","Соціальний захист","soc","2007","1.7"
"Іспанія","old","6","Безпека і оборона","def","2008","2.9"
"Іспанія","old","6","Відсотки за борг","deb","2008","1.7"
"Іспанія","old","6","Всього","ttl","2008","41.1"
"Іспанія","old","6","Державна служба","cle","2008","3.5"
"Іспанія","old","6","Дороги і ЖКГ","hou","2008","3.3"
"Іспанія","old","6","Медицина","med","2008","5.8"
"Іспанія","old","6","Освіта","edu","2008","4.2"
"Іспанія","old","6","Пенсії","old","2008","1"
"Іспанія","old","6","Соціальний захист","soc","2008","1.8"
"Іспанія","old","6","Безпека і оборона","def","2009","3.1"
"Іспанія","old","6","Відсотки за борг","deb","2009","1.9"
"Іспанія","old","6","Всього","ttl","2009","46.9"
"Іспанія","old","6","Державна служба","cle","2009","3.8"
"Іспанія","old","6","Дороги і ЖКГ","hou","2009","3.6"
"Іспанія","old","6","Медицина","med","2009","6.6"
"Іспанія","old","6","Освіта","edu","2009","4.7"
"Іспанія","old","6","Пенсії","old","2009","1.3"
"Іспанія","old","6","Соціальний захист","soc","2009","1.9"
"Іспанія","old","6","Безпека і оборона","def","2010","3.2"
"Іспанія","old","6","Відсотки за борг","deb","2010","2.2"
"Іспанія","old","6","Всього","ttl","2010","45.1"
"Іспанія","old","6","Державна служба","cle","2010","3.6"
"Іспанія","old","6","Дороги і ЖКГ","hou","2010","3.3"
"Іспанія","old","6","Медицина","med","2010","6.5"
"Іспанія","old","6","Освіта","edu","2010","4.6"
"Іспанія","old","6","Пенсії","old","2010","1.2"
"Іспанія","old","6","Соціальний захист","soc","2010","2"
"Іспанія","old","6","Безпека і оборона","def","2011","3.2"
"Іспанія","old","6","Відсотки за борг","deb","2011","2.7"
"Іспанія","old","6","Всього","ttl","2011","45"
"Іспанія","old","6","Державна служба","cle","2011","3.8"
"Іспанія","old","6","Дороги і ЖКГ","hou","2011","2.9"
"Іспанія","old","6","Медицина","med","2011","6.4"
"Іспанія","old","6","Освіта","edu","2011","4.4"
"Іспанія","old","6","Пенсії","old","2011","1.3"
"Іспанія","old","6","Соціальний захист","soc","2011","1.8"
"Іспанія","old","6","Безпека і оборона","def","2012","3"
"Іспанія","old","6","Відсотки за борг","deb","2012","3.6"
"Іспанія","old","6","Всього","ttl","2012","49.9"
"Іспанія","old","6","Державна служба","cle","2012","3.3"
"Іспанія","old","6","Дороги і ЖКГ","hou","2012","2.2"
"Іспанія","old","6","Медицина","med","2012","6.1"
"Іспанія","old","6","Освіта","edu","2012","4.2"
"Іспанія","old","6","Пенсії","old","2012","1.4"
"Іспанія","old","6","Соціальний захист","soc","2012","1.6"
"Іспанія","old","6","Безпека і оборона","def","2013","3.1"
"Іспанія","old","6","Відсотки за борг","deb","2013","4"
"Іспанія","old","6","Всього","ttl","2013","44.2"
"Іспанія","old","6","Державна служба","cle","2013","3.5"
"Іспанія","old","6","Дороги і ЖКГ","hou","2013","2.1"
"Іспанія","old","6","Медицина","med","2013","6"
"Іспанія","old","6","Освіта","edu","2013","4"
"Іспанія","old","6","Пенсії","old","2013","1.5"
"Іспанія","old","6","Соціальний захист","soc","2013","1.5"
"Іспанія","old","6","Безпека і оборона","def","2014","3"
"Іспанія","old","6","Відсотки за борг","deb","2014","4.1"
"Іспанія","old","6","Всього","ttl","2014","43.3"
"Іспанія","old","6","Державна служба","cle","2014","3.2"
"Іспанія","old","6","Дороги і ЖКГ","hou","2014","2"
"Іспанія","old","6","Медицина","med","2014","6"
"Іспанія","old","6","Освіта","edu","2014","4.1"
"Іспанія","old","6","Пенсії","old","2014","1.5"
"Іспанія","old","6","Соціальний захист","soc","2014","1.5"
"Литва","new","9","Безпека і оборона","def","1995","3.1"
"Литва","new","9","Відсотки за борг","deb","1995",""
"Литва","new","9","Всього","ttl","1995","35.5"
"Литва","new","9","Державна служба","cle","1995",""
"Литва","new","9","Дороги і ЖКГ","hou","1995","0.6"
"Литва","new","9","Медицина","med","1995","4.6"
"Литва","new","9","Освіта","edu","1995","5.3"
"Литва","new","9","Пенсії","old","1995",""
"Литва","new","9","Соціальний захист","soc","1995",""
"Литва","new","9","Безпека і оборона","def","1996","3.3"
"Литва","new","9","Відсотки за борг","deb","1996",""
"Литва","new","9","Всього","ttl","1996","34.9"
"Литва","new","9","Державна служба","cle","1996",""
"Литва","new","9","Дороги і ЖКГ","hou","1996","0.6"
"Литва","new","9","Медицина","med","1996","4.6"
"Литва","new","9","Освіта","edu","1996","5.3"
"Литва","new","9","Пенсії","old","1996",""
"Литва","new","9","Соціальний захист","soc","1996",""
"Литва","new","9","Безпека і оборона","def","1997","3.8"
"Литва","new","9","Відсотки за борг","deb","1997",""
"Литва","new","9","Всього","ttl","1997","50.2"
"Литва","new","9","Державна служба","cle","1997",""
"Литва","new","9","Дороги і ЖКГ","hou","1997","0.7"
"Литва","new","9","Медицина","med","1997","6.2"
"Литва","new","9","Освіта","edu","1997","5.2"
"Литва","new","9","Пенсії","old","1997",""
"Литва","new","9","Соціальний захист","soc","1997",""
"Литва","new","9","Безпека і оборона","def","1998","4.2"
"Литва","new","9","Відсотки за борг","deb","1998",""
"Литва","new","9","Всього","ttl","1998","40.7"
"Литва","new","9","Державна служба","cle","1998",""
"Литва","new","9","Дороги і ЖКГ","hou","1998","0.8"
"Литва","new","9","Медицина","med","1998","6.5"
"Литва","new","9","Освіта","edu","1998","5.7"
"Литва","new","9","Пенсії","old","1998",""
"Литва","new","9","Соціальний захист","soc","1998",""
"Литва","new","9","Безпека і оборона","def","1999","3.3"
"Литва","new","9","Відсотки за борг","deb","1999",""
"Литва","new","9","Всього","ttl","1999","38.9"
"Литва","new","9","Державна служба","cle","1999",""
"Литва","new","9","Дороги і ЖКГ","hou","1999","0.4"
"Литва","new","9","Медицина","med","1999","7.1"
"Литва","new","9","Освіта","edu","1999","6.7"
"Литва","new","9","Пенсії","old","1999",""
"Литва","new","9","Соціальний захист","soc","1999",""
"Литва","new","9","Безпека і оборона","def","2000","3.4"
"Литва","new","9","Відсотки за борг","deb","2000","1.9"
"Литва","new","9","Всього","ttl","2000","37.9"
"Литва","new","9","Державна служба","cle","2000","3.4"
"Литва","new","9","Дороги і ЖКГ","hou","2000","3.6"
"Литва","new","9","Медицина","med","2000","6.2"
"Литва","new","9","Освіта","edu","2000","6"
"Литва","new","9","Пенсії","old","2000","1.9"
"Литва","new","9","Соціальний захист","soc","2000","1.5"
"Литва","new","9","Безпека і оборона","def","2001","3.3"
"Литва","new","9","Відсотки за борг","deb","2001","1.7"
"Литва","new","9","Всього","ttl","2001","35.4"
"Литва","new","9","Державна служба","cle","2001","3.6"
"Литва","new","9","Дороги і ЖКГ","hou","2001","2.9"
"Литва","new","9","Медицина","med","2001","6.6"
"Литва","new","9","Освіта","edu","2001","5.9"
"Литва","new","9","Пенсії","old","2001","1.7"
"Литва","new","9","Соціальний захист","soc","2001","1.2"
"Литва","new","9","Безпека і оборона","def","2002","3.4"
"Литва","new","9","Відсотки за борг","deb","2002","1.5"
"Литва","new","9","Всього","ttl","2002","35"
"Литва","new","9","Державна служба","cle","2002","2.9"
"Литва","new","9","Дороги і ЖКГ","hou","2002","2.8"
"Литва","new","9","Медицина","med","2002","6"
"Литва","new","9","Освіта","edu","2002","6"
"Литва","new","9","Пенсії","old","2002","1.5"
"Литва","new","9","Соціальний захист","soc","2002","1.4"
"Литва","new","9","Безпека і оборона","def","2003","3.3"
"Литва","new","9","Відсотки за борг","deb","2003","1.3"
"Литва","new","9","Всього","ttl","2003","33.6"
"Литва","new","9","Державна служба","cle","2003","2.8"
"Литва","new","9","Дороги і ЖКГ","hou","2003","2.6"
"Литва","new","9","Медицина","med","2003","5.9"
"Литва","new","9","Освіта","edu","2003","5.7"
"Литва","new","9","Пенсії","old","2003","1.6"
"Литва","new","9","Соціальний захист","soc","2003","1.1"
"Литва","new","9","Безпека і оборона","def","2004","3.3"
"Литва","new","9","Відсотки за борг","deb","2004","1"
"Литва","new","9","Всього","ttl","2004","34.1"
"Литва","new","9","Державна служба","cle","2004","4"
"Литва","new","9","Дороги і ЖКГ","hou","2004","2.6"
"Литва","new","9","Медицина","med","2004","3.2"
"Литва","new","9","Освіта","edu","2004","5.8"
"Литва","new","9","Пенсії","old","2004","0.9"
"Литва","new","9","Соціальний захист","soc","2004","1.8"
"Литва","new","9","Безпека і оборона","def","2005","3.1"
"Литва","new","9","Відсотки за борг","deb","2005","0.8"
"Литва","new","9","Всього","ttl","2005","33"
"Литва","new","9","Державна служба","cle","2005","4.3"
"Литва","new","9","Дороги і ЖКГ","hou","2005","2.4"
"Литва","new","9","Медицина","med","2005","3.6"
"Литва","new","9","Освіта","edu","2005","5.4"
"Литва","new","9","Пенсії","old","2005","0.9"
"Литва","new","9","Соціальний захист","soc","2005","1.6"
"Литва","new","9","Безпека і оборона","def","2006","3.5"
"Литва","new","9","Відсотки за борг","deb","2006","0.7"
"Литва","new","9","Всього","ttl","2006","33.7"
"Литва","new","9","Державна служба","cle","2006","3.5"
"Литва","new","9","Дороги і ЖКГ","hou","2006","2.4"
"Литва","new","9","Медицина","med","2006","4.3"
"Литва","new","9","Освіта","edu","2006","5.4"
"Литва","new","9","Пенсії","old","2006","0.6"
"Литва","new","9","Соціальний захист","soc","2006","1.9"
"Литва","new","9","Безпека і оборона","def","2007","3.5"
"Литва","new","9","Відсотки за борг","deb","2007","0.7"
"Литва","new","9","Всього","ttl","2007","33.9"
"Литва","new","9","Державна служба","cle","2007","3.3"
"Литва","new","9","Дороги і ЖКГ","hou","2007","2.1"
"Литва","new","9","Медицина","med","2007","4.2"
"Литва","new","9","Освіта","edu","2007","5.3"
"Литва","new","9","Пенсії","old","2007","0.6"
"Литва","new","9","Соціальний захист","soc","2007","1.9"
"Литва","new","9","Безпека і оборона","def","2008","3.3"
"Литва","new","9","Відсотки за борг","deb","2008","0.8"
"Литва","new","9","Всього","ttl","2008","36.5"
"Литва","new","9","Державна служба","cle","2008","3.1"
"Литва","new","9","Дороги і ЖКГ","hou","2008","2.6"
"Литва","new","9","Медицина","med","2008","4.5"
"Литва","new","9","Освіта","edu","2008","6.1"
"Литва","new","9","Пенсії","old","2008","0.6"
"Литва","new","9","Соціальний захист","soc","2008","2.5"
"Литва","new","9","Безпека і оборона","def","2009","3.3"
"Литва","new","9","Відсотки за борг","deb","2009","1.3"
"Литва","new","9","Всього","ttl","2009","39.4"
"Литва","new","9","Державна служба","cle","2009","3.1"
"Литва","new","9","Дороги і ЖКГ","hou","2009","2.5"
"Литва","new","9","Медицина","med","2009","5.6"
"Литва","new","9","Освіта","edu","2009","7.2"
"Литва","new","9","Пенсії","old","2009","0.7"
"Литва","new","9","Соціальний захист","soc","2009","3.5"
"Литва","new","9","Безпека і оборона","def","2010","3.2"
