"id","payer_edrpou","date","payer_name","payer_full_name","payer_head","payer_activity","payer_region","payer_region_code","payer_mfo","payer_bank","recipt_edrpou","recipt_name","spd_id","spd_label","mistrust","recipt_mfo","recipt_bank","payment_details","amount","spd_total","dp_total"
"10557586","00159427","42362","Восьмий ВГРЗ","ВОСЬМИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Дніпропетровська","UA-12","805012","ГУДКСУ у Дніпропетровській області","xxxxxxxxxx","ФОП Пономаренко В.М.","Пономаренко-351005","Пономаренко","none","351005","АКЦ.-КОМ.ІННОВ.БАНК""УКРСИББАНК"",ХАРКІВ","#xxxx#,#xxxx#,#45,00#,#Господарчi товари(пакля)#,#зг.накл.№PHxxxx вiд 07.12.15р,дог.№73 вiд 25.11.15р..#,#БезПДВ.#","45","2425","498311.32"
"10557100","00159427","42362","Восьмий ВГРЗ","ВОСЬМИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Дніпропетровська","UA-12","805012","ГУДКСУ у Дніпропетровській області","xxxxxxxxxx","ФОП Пономаренко В.М.","Пономаренко-351005","Пономаренко","none","351005","АКЦ.-КОМ.ІННОВ.БАНК""УКРСИББАНК"",ХАРКІВ","#xxxx#,#xxxx#,#xxxx,000#,# Господарчi товари.#,#зг.накл.№PHxxxx вiд 27.11.15р,дог.№73 вiд 25.11.15р..#,#БезПДВ.#","2380","2425","498311.32"
"7112209","00159462","42333","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Башаро Олексiй Васильович","Башаро-335496","Башаро","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за отрим.комп.технiку повн.ст.предм.#,#рах.№114,накл.№4922 вiд 23.11.2015р., дог.№219 вiд 22.06.2015р.#,#без ПДВ#","32734","172391.62","349416"
"5367183","00159462","42313","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Бондаренко Ольга Данилiвна","Бондаренко-335496","Бондаренко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за техн.обсл.принтерiв за 10.2015р.повн.ст.опл.посл.#,#рах.№154, акт№1709 вiд 30.10.2015р.,дог.№115 вiд 02.04.2015р.#,#без ПДВ#","2280","35180","349416"
"6995183","00159462","42332","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Бондаренко Ольга Данилiвна","Бондаренко-335496","Бондаренко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за техн.обсл.принтерiв за 11.2015р.повн.ст.опл.посл.#,#рах.№165,акт№1862 вiд 20.11.2015р.,дог.№115 вiд 02.04.2015р.#,#без ПДВ#","2610","35180","349416"
"28491074","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Бондаренко Ольга Данилiвна","Бондаренко-335496","Бондаренко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за заправку та ремонт картриджiв,повн.ст.опл.посл.;рах№185,акт№707 вiд 31.03.2016р.,дог.№92 вiд 16.03.2016р.;без ПДВ.","4820","35180","349416"
"28485876","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Бондаренко Ольга Данилiвна","Бондаренко-335496","Бондаренко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за заправку та ремонт картриджiв повн.ст.опл.посл.;рах.№224, акт№1003 вiд 18.05.2016р.,дог.№92 вiд 16.03.2016р.;без ПДВ.","3700","35180","349416"
"9494726","00159462","42354","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ПП Дьомiн Юрiй Костянтинович","Дьомін-320627","Дьомін","none","320627","ЗАТ ""БАНК НРБ"", М.КИЇВ ","#1101100#,#2610#,#за техн.обслугов.дистиляторiв за 4кв-л повн.ст.опл.посл.#,#рах.№152/3,акт№1 вiд 14.12.2015р.дог.№152 вiд 29.04.2015р.#,#без ПДВ#","6900","23460","349416"
"28485109","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ПП Дьомiн Юрiй Костянтинович","Дьомін-320627","Дьомін","none","320627","ЗАТ ""БАНК НРБ"", М.КИЇВ ","1101100;2610;за тех.обслугов.дистиляторiв,повн.ст.опл.посл.;рах№01,акт№01 вiд 06.04.2016р.,дог.№119 вiд 25.03.2016р.;без ПДВ.","8280","23460","349416"
"28496773","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ПП Дьомiн Юрiй Костянтинович","Дьомін-320627","Дьомін","none","320627","ЗАТ ""БАНК НРБ"", М.КИЇВ ","1101100;2610;за тех.обслугов.дистиляторiв,повн.ст.опл.посл.;рах№02,акт№02 вiд 01.07.2016р.,дог.№119 вiд 25.03.2016р.;без ПДВ.","8280","23460","349416"
"7286845","00159462","42334","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Коваленко Катерина Василiвна","Коваленко-322959","Коваленко","ta","322959","АКЦІОНЕРНИЙ БАНК ""ЕКСПРЕС-БАНК"" ","#1101100#,#2610#,#передплата за медикаменти повн.ст.медикам.#,#рах.№5 вiд 19.11.2015р., дог.№454 вiд 19.11.2015р.#,#без ПДВ#","74796","112964","349416"
"7886996","00159462","42338","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Коваленко Катерина Василiвна","Коваленко-322959","Коваленко","ta","322959","АКЦІОНЕРНИЙ БАНК ""ЕКСПРЕС-БАНК"" ","#1101100#,#2610#,#за глiцерiн та етанол повн.ст.предм.#,#рах№0006,накл№48600 вiд 23.11.2015р.,дог.№455 вiд 19.11.2015р.#,#без ПДВ#","38168","112964","349416"
"7283729","00159462","42334","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Куца Вiка Володимирiвна","Куца-335548","Куца","none","335548","КРАМАТ.ФЗАТ КБ""ПРИВАТБАНК"",КРАМАТОРСЬК","#1101100#,#2610#,#за санiфект та новохлор повн.ст.медикам.#,#рах-факт№65,накл№65 вiд 23.11.2015р., дог.№450 вiд 18.11.2015р.#,#без ПДВ#","16428","16428","349416"
"5368193","00159462","42313","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за послуги Iнтернет за 10.2015р.повн.ст.опл.посл.#,#рах.№МДУ-00042,акт№АВР-00042-31.10.2015р.,дог.№379-23.03.2015р.#,#без ПДВ#","140","2220","349416"
"7885080","00159462","42338","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за послуги Iнтернет за 11.2015р.повн.ст.опл.посл.#,#рах.№МДУ-00050акт№АВР-0050 вiд 25.11.2015р.,дог.№379 вiд 23.03.2015р.#,#без ПДВ#","140","2220","349416"
"10793667","00159462","42363","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за послуги Iнтернет за 12.2015р.повн.ст.опл.посл.#,#рах.№МДУ-00056,акт№АВР-0056 вiд 17.12.2015р.,дог.№379 вiд 23.03.2015р.#,#без ПДВ#","140","2220","349416"
"28492971","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за посл.iнтернет за 04.2016р.повн.ст.опл.посл.;рах№МДУ-00093,акт№АВР-0083 вiд 30.04.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","300","2220","349416"
"28482896","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за посл.iнтернет за 02.2016р.повн.ст.опл.посл.;рах№МДУ-00068,акт№АВР-0068 вiд 14.03.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","300","2220","349416"
"28492639","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за посл.iнтернет за 01.2016р.повн.ст.опл.посл.;рах№МДУ-00062,акт№АВР-0062 вiд 12.03.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","300","2220","349416"
"28496738","00159462","42592","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за посл.iнтернет за 03.2016р.повн.ст.опл.посл.;рах№МДУ-00073,акт№АВР-0073 вiд 31.03.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","300","2220","349416"
"30714192","00159462","42621","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за послуги iнтернет за 10 днiв травня 2016р.повн.ст.опл.посл.;рах.№МДУ-0093,акт№АВР-0093 вiд 22.08.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","90","2220","349416"
"30701424","00159462","42621","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за послуги iнтернет за 08.2016р.,повн.ст.опл.посл.;рах.№МДУ-00132,акт№АВР-00132 вiд 31.08.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","210","2220","349416"
"32273914","00159462","42640","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Макеєв Денис Олегович","Макеєв-335496","Макеєв","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за посл.iнтернет за 09.2016р.повн.ст.опл.посл.;рах№МДУ-00136,акт№АВР-00136 вiд 22.09.2016р.,дог.№379 вiд 12.03.2016р.;без ПДВ.","300","2220","349416"
"5370603","00159462","42313","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Слiпенко Олег Євгенович","Сліпенко-335496","Сліпенко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за отрим.автозапчастини та матерiали для авто повн.ст.предм.#,#рах.№2,накл.№2 вiд 02.11.2015р.,дог.№372 вiд 28.09.2015р.#,#без ПДВ#","38156.5","96885","349416"
"5368033","00159462","42313","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","834016","ГУДКСУ у Донецькiй областi","xxxxxxxxxx","ФОП Слiпенко Олег Євгенович","Сліпенко-335496","Сліпенко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","#1101100#,#2610#,#за автозапчастини повн.ст.предм.#,#рах.№1,накл.№1 вiд 02.11.2015р.,дог.№148 вiд 23.04.2015р.#,#без ПДВ#","27661.5","96885","349416"
"30712716","00159462","42621","10 ВГРЗ","ДЕСЯТИЙ ВОЄНІЗОВАНИЙ ГІРНИЧОРЯТУВАЛЬНИЙ ЗАГІН","МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ","Діяльність пожежних служб","Донецька","UA-14","820172","ДКСУ","xxxxxxxxxx","ФОП Слiпенко Олег Євгенович","Сліпенко-335496","Сліпенко","none","335496","ДОНЕЦЬКЕ РУ ЗАТ КБ""ПРИВАТБАНК"",ДОНЕЦЬК","1101100;2610;за автозапчастини,повн.ст.предм.;рах.№212,накл.№562 вiд 02.09.2016р.,дог.№120 вiд 25.03.2016р.;без ПДВ.","31067","96885","349416"
"23483233","00991290","42530","ДП ""ДИКАНСЬКЕ ДЛМГ""","ДП ""ДИКАНСЬКЕ ДОСВІДНЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Лісівництво та інша діяльність у лісовому господарстві","Полтавська","UA-53","831019","ГУДКСУ у Полтавській областi","xxxxxxxxxx","ФОП Кiченко Ю.Д.","Кіченко-331489","Кіченко","none","331489","АБ ""ПОЛТАВА-БАНК"" М.ПОЛТАВА ","240601;2610;за запаснi частини по рах№2,накл.№2 вiд .7..06.16р.,дог № 29 вiд 7.06.16р.;ПДВ-2632,83 грн.","15797","15797","18797"
"22469724","00991290","42517","ДП ""ДИКАНСЬКЕ ДЛМГ""","ДП ""ДИКАНСЬКЕ ДОСВІДНЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Лісівництво та інша діяльність у лісовому господарстві","Полтавська","UA-53","831019","ГУДКСУ у Полтавській областi","xxxxxxxxxx","ФОП Овсiй Г.А.","Овсій-331401","Овсій","none","331401","ПОЛ.ФІЛ.""ПОЛТ.РЕГ.УПРАВ.КБ""ПРИВАТБАНК""","240601;2610;запчастини до полив.сист.:стрiчка крапельна по рах. № 25, накл.№25 вiд 26.05.16р.,дог.№37 вiд 26.05.16р.;без .ПДВ.","3000","3000","18797"
"27317598","00991485","42578","ДП ""Хмільницьке лісгосп""","ДП ""ХМІЛЬНИЦЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Лісівництво та інша діяльність у лісовому господарстві","Вінницька","UA-05","802015","ГУДКСУ у Вінницькій області","14360570","ФОП Дроненко О.А.","Дроненко-302689","Дроненко","none","302689","ВІННИЦЬКА ФКБ ""ПРИВАТБАНК"" ","240605;2282; За отриманi корма накладна №14 вiд 20,07,2015р.договiр №67 вiд 18,07,2016р.;","98000","196000","196000"
"28186086","00991485","42587","ДП ""Хмільницьке лісгосп""","ДП ""ХМІЛЬНИЦЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Лісівництво та інша діяльність у лісовому господарстві","Вінницька","UA-05","802015","ГУДКСУ у Вінницькій області","xxxxxxxxxx","ФОП Дроненко О.А.","Дроненко-302689","Дроненко","none","302689","ВІННИЦЬКА ФКБ ""ПРИВАТБАНК"" ","240605;2282;За отриманi корма накладна №14 вiд 20,07,2015р.договiр №67 вiд 18,07,2016р.;","98000","196000","196000"
"10222483","00991605","42360","ДП ""Новоайдарське ЛМГ""","ДП НОВОАЙДАРСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Надання допоміжних послуг у лісовому господарстві","Луганська","UA-09","804013","ГУДКСУ у Луганській області","xxxxxxxxxx","ФОП Онищенко С.О.","Онищенко-304795","Онищенко","none","304795","ЛУГАНСЬКА Ф-Я КБ ""ПРИВАТБАНК"" ","#2805060#,#2281-46485,60#.# Оплата за запаснi частини#,#видаткова накладна 118 вiд 21.12.2015р. договiр 116 вiд 21.12.2015р. #,#в т.ч. ПДВ 7747,60грн.#","46485.6","46485.6","202325.6"
"10222399","00991605","42360","ДП ""Новоайдарське ЛМГ""","ДП НОВОАЙДАРСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Надання допоміжних послуг у лісовому господарстві","Луганська","UA-09","804013","ГУДКСУ у Луганській області","xxxxxxxxxx","ПП Прядкiна Р.В.","Прядкіна-304795","Прядкіна","none","304795","ЛУГАНСЬКА Ф-Я КБ ""ПРИВАТБАНК"" ","#2805060#,#2281-23000,00#.# Оплата за матерiали #,#видаткова накладна 103 вiд 17.12.2015р. договiр 111 вiд 17.12.2015р. #,#в т.ч. ПДВ нема.#","23000","23000","202325.6"
"10223778","00991605","42360","ДП ""Новоайдарське ЛМГ""","ДП НОВОАЙДАРСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Надання допоміжних послуг у лісовому господарстві","Луганська","UA-09","804013","ГУДКСУ у Луганській області","xxxxxxxxxx","ФОП Самойлова Т.С.","Самойлова-380805","Самойлова","none","380805","АППБ ""АВАЛЬ"" ","#2805060#,#2281-38445,00#.# Оплата за запаснi частини#,#видаткова накладна 315 вiд 17.12.2015р. договiр 112 вiд 17.12.2015р. #,#в т.ч. ПДВ нема.#","38445","38445","202325.6"
"10223883","00991605","42360","ДП ""Новоайдарське ЛМГ""","ДП НОВОАЙДАРСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Надання допоміжних послуг у лісовому господарстві","Луганська","UA-09","804013","ГУДКСУ у Луганській області","xxxxxxxxxx","ФОП Яковенко Н.А.","Яковенко-380805","Яковенко","fc","380805","АППБ ""АВАЛЬ"" ","#2805060#,#2281-44095,00#.# Оплата за запаснi частини#,#видаткова накладна 287 вiд 17.12.2015р. договiр 113 вiд 17.12.2015р. #,#в т.ч. ПДВ нема.#","44095","94395","202325.6"
"10224407","00991605","42360","ДП ""Новоайдарське ЛМГ""","ДП НОВОАЙДАРСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО","ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ","Надання допоміжних послуг у лісовому господарстві","Луганська","UA-09","804013","ГУДКСУ у Луганській області","xxxxxxxxxx","ФОП Яковенко О.С.","Яковенко-380805","Яковенко","fc","380805","АППБ ""АВАЛЬ"" ","#2805060#,#2281-50300,00#.# Оплата за запаснi частини#,#видаткова накладна 351 вiд 21.12.2015р. договiр 114 вiд 21.12.2015р. #,#в т.ч. ПДВ нема.#","50300","94395","202325.6"
